battery_id,order_id,battery_name_id,quantity,order_date,order_time,unit_price,total_price,battery_size,battery_category,battery_specifications,battery_name
329,4210,universal_battery_pack_id,1,29-02-2024,17:14:55,61369.52,61369.52,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
330,6030,generic_lithium_ion_pack_id,1,16-08-2024,21:54:53,62906.42,62906.42,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
331,5092,high_capacity_li_ion_id,1,14-09-2024,16:48:30,67421.59,67421.59,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
332,5271,quick_swap_power_pack_id,1,15-01-2024,15:23:57,31014.74,31014.74,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
333,15833,intelligent_power_pack_id,1,20-10-2024,12:49:21,30340.87,30340.87,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
334,18983,quick_swap_power_pack_id,1,10-07-2024,16:36:56,49645.07,49645.07,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
335,608,generic_lithium_ion_pack_id,1,09-05-2024,19:36:33,60122.43,60122.43,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
336,5969,universal_battery_pack_id,1,14-08-2024,22:27:42,34609.19,34609.19,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
337,845,intelligent_power_pack_id,1,15-11-2024,21:42:56,29269.32,29269.32,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
338,1946,high_capacity_li_ion_id,1,30-10-2024,13:01:49,98986.4,98986.4,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
339,3618,universal_battery_pack_id,1,05-01-2024,17:33:55,53814.02,53814.02,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
340,15674,quick_swap_power_pack_id,1,01-04-2024,14:16:35,36355.98,36355.98,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
341,7345,high_capacity_li_ion_id,1,05-03-2024,17:51:25,100130.92,100130.92,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
342,12207,quick_swap_power_pack_id,1,10-07-2024,14:33:46,27473.46,27473.46,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
343,20282,universal_battery_pack_id,1,15-07-2024,12:46:09,47467.35,47467.35,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
344,21155,quick_swap_power_pack_id,1,08-07-2024,15:14:38,30116.7,30116.7,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
345,1734,high_capacity_li_ion_id,1,15-09-2024,12:36:42,74255.8,74255.8,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
346,16288,universal_battery_pack_id,1,18-04-2024,17:54:55,58646.01,58646.01,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
347,1402,universal_battery_pack_id,1,25-06-2024,14:23:57,31388.56,31388.56,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
348,8805,high_capacity_li_ion_id,1,20-11-2024,12:51:34,64893.03,64893.03,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
349,9389,generic_lithium_ion_pack_id,1,29-06-2024,22:55:29,60305.98,60305.98,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
350,15405,high_capacity_li_ion_id,1,19-04-2024,21:59:08,66373.82,66373.82,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
351,2134,high_capacity_li_ion_id,1,14-01-2024,14:36:32,96555.83,96555.83,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
352,2722,universal_battery_pack_id,2,20-05-2024,22:52:37,44355.72,88711.45,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
353,5281,intelligent_power_pack_id,1,03-05-2024,16:56:04,28928.08,28928.08,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
354,19799,quick_swap_power_pack_id,1,11-03-2024,12:46:20,34968.57,34968.57,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
355,12811,high_capacity_li_ion_id,1,06-03-2024,13:48:55,106092.91,106092.91,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
356,14223,generic_lithium_ion_pack_id,1,07-11-2024,20:35:19,33602.34,33602.34,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
357,16503,universal_battery_pack_id,1,30-11-2024,13:09:03,62545.91,62545.91,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
358,5707,quick_swap_power_pack_id,1,23-11-2024,15:20:28,44208.64,44208.64,XL,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
359,408,generic_lithium_ion_pack_id,1,07-08-2024,17:09:09,52718.54,52718.54,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
360,4642,high_capacity_li_ion_id,1,16-12-2024,19:05:06,60343.47,60343.47,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
361,5735,universal_battery_pack_id,1,20-12-2024,21:12:12,59380.95,59380.95,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
362,18552,universal_battery_pack_id,2,25-05-2024,20:31:29,38301.28,76602.57,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
363,11868,universal_battery_pack_id,1,10-05-2024,20:15:48,51134.76,51134.76,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
364,6656,universal_battery_pack_id,1,20-04-2024,14:44:46,68476.46,68476.46,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
365,5393,high_capacity_li_ion_id,1,15-12-2024,13:59:22,69238.45,69238.45,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
366,15723,quick_swap_power_pack_id,1,14-04-2024,11:42:39,33636.65,33636.65,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
367,16835,generic_lithium_ion_pack_id,1,11-09-2024,12:55:18,41563.6,41563.6,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
368,5786,universal_battery_pack_id,1,16-06-2024,19:03:46,31097.4,31097.4,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
369,17243,quick_swap_power_pack_id,1,14-08-2024,16:08:04,31594.97,31594.97,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
370,1186,high_capacity_li_ion_id,1,22-03-2024,19:19:55,86978.32,86978.32,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
371,3369,intelligent_power_pack_id,1,01-12-2024,15:22:08,33153.71,33153.71,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
372,13723,intelligent_power_pack_id,1,16-08-2024,12:30:03,49043.42,49043.42,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
373,8426,intelligent_power_pack_id,1,25-02-2024,18:12:35,41922.16,41922.16,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
374,6456,universal_battery_pack_id,1,18-09-2024,12:16:06,32022.15,32022.15,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
375,19588,quick_swap_power_pack_id,1,20-05-2024,17:08:29,49658.64,49658.64,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
376,21051,universal_battery_pack_id,1,11-09-2024,11:10:35,62260.38,62260.38,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
377,12081,generic_lithium_ion_pack_id,1,10-12-2024,15:22:25,67444.19,67444.19,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
378,10737,generic_lithium_ion_pack_id,1,16-04-2024,20:33:01,58525.33,58525.33,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
379,5999,quick_swap_power_pack_id,1,10-02-2024,16:53:40,44042.76,44042.76,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
380,6300,intelligent_power_pack_id,1,17-02-2024,17:07:44,46681.09,46681.09,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
381,17871,generic_lithium_ion_pack_id,1,17-12-2024,21:26:55,41264.32,41264.32,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
382,10596,intelligent_power_pack_id,1,08-09-2024,15:47:14,35596.22,35596.22,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
383,19452,universal_battery_pack_id,1,30-05-2024,16:59:07,51344.83,51344.83,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
384,4228,universal_battery_pack_id,1,21-01-2024,11:21:11,54950.83,54950.83,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
385,2906,intelligent_power_pack_id,1,06-02-2024,13:34:49,34297.75,34297.75,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
386,19508,intelligent_power_pack_id,1,02-11-2024,21:58:21,32128.58,32128.58,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
387,4944,intelligent_power_pack_id,1,08-09-2024,11:53:50,25436.5,25436.5,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
388,5100,generic_lithium_ion_pack_id,1,22-04-2024,17:49:28,58733.93,58733.93,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
389,14913,high_capacity_li_ion_id,1,20-06-2024,11:47:08,68134.46,68134.46,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
390,9922,universal_battery_pack_id,1,14-06-2024,19:18:21,63902.83,63902.83,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
391,2852,quick_swap_power_pack_id,1,21-02-2024,14:30:43,33038.22,33038.22,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
392,6952,universal_battery_pack_id,1,25-11-2024,12:59:58,56754.68,56754.68,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
393,909,intelligent_power_pack_id,1,21-12-2024,11:19:25,32691.5,32691.5,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
394,20086,high_capacity_li_ion_id,1,23-04-2024,20:28:46,83436.11,83436.11,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
395,3634,universal_battery_pack_id,1,27-12-2024,21:16:40,40076.84,40076.84,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
396,10119,quick_swap_power_pack_id,1,04-09-2024,13:38:04,36566.07,36566.07,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
397,18833,universal_battery_pack_id,1,17-04-2024,20:32:59,67915.56,67915.56,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
398,4192,high_capacity_li_ion_id,1,14-06-2024,13:56:27,61750.43,61750.43,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
399,13449,generic_lithium_ion_pack_id,1,18-01-2024,19:28:28,46734.03,46734.03,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
400,5615,quick_swap_power_pack_id,1,18-12-2024,20:37:20,47257.26,47257.26,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
401,13128,intelligent_power_pack_id,1,05-10-2024,18:58:09,46884.4,46884.4,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
402,14198,generic_lithium_ion_pack_id,1,16-02-2024,16:55:27,34294.91,34294.91,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
403,9462,intelligent_power_pack_id,1,27-11-2024,13:26:34,40051.96,40051.96,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
404,14023,quick_swap_power_pack_id,2,07-05-2024,14:00:44,36650.95,73301.91,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
405,19147,quick_swap_power_pack_id,1,09-09-2024,15:18:51,30763.38,30763.38,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
406,3626,quick_swap_power_pack_id,1,29-09-2024,18:29:51,30864.85,30864.85,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
407,15652,quick_swap_power_pack_id,1,07-09-2024,21:02:28,25803.12,25803.12,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
408,6569,universal_battery_pack_id,1,27-12-2024,21:07:39,46302.0,46302.0,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
409,15404,generic_lithium_ion_pack_id,1,21-11-2024,21:40:39,32204.93,32204.93,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
410,6137,intelligent_power_pack_id,1,16-05-2024,18:16:05,33775.4,33775.4,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
411,18223,intelligent_power_pack_id,1,27-09-2024,13:07:13,28354.23,28354.23,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
412,4555,quick_swap_power_pack_id,1,02-05-2024,13:07:53,28626.62,28626.62,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
413,18928,universal_battery_pack_id,1,25-02-2024,18:21:53,45169.93,45169.93,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
414,8345,intelligent_power_pack_id,1,17-09-2024,14:57:20,45321.86,45321.86,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
415,9489,universal_battery_pack_id,1,30-09-2024,18:38:39,44683.48,44683.48,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
416,11633,generic_lithium_ion_pack_id,1,16-11-2024,20:19:31,37772.25,37772.25,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
417,14281,universal_battery_pack_id,1,03-12-2024,21:48:23,60881.05,60881.05,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
418,14013,universal_battery_pack_id,1,08-08-2024,11:46:44,31396.66,31396.66,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
419,20114,quick_swap_power_pack_id,1,23-07-2024,15:21:00,34291.51,34291.51,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
420,11390,universal_battery_pack_id,1,10-06-2024,19:38:47,66053.03,66053.03,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
421,14644,intelligent_power_pack_id,1,09-07-2024,12:59:50,36155.08,36155.08,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
422,10767,generic_lithium_ion_pack_id,1,02-12-2024,14:45:12,65612.93,65612.93,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
423,11847,high_capacity_li_ion_id,1,06-01-2024,16:30:03,77890.07,77890.07,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
424,16266,intelligent_power_pack_id,1,19-07-2024,14:51:57,42407.73,42407.73,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
425,10611,generic_lithium_ion_pack_id,1,17-09-2024,18:16:25,40159.43,40159.43,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
426,4351,quick_swap_power_pack_id,1,31-07-2024,21:05:17,46256.31,46256.31,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
427,4967,intelligent_power_pack_id,1,20-04-2024,17:02:42,39589.62,39589.62,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
428,5386,universal_battery_pack_id,1,10-06-2024,12:57:44,69199.85,69199.85,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
429,2752,universal_battery_pack_id,1,17-01-2024,17:29:20,57869.52,57869.52,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
430,1500,quick_swap_power_pack_id,1,27-12-2024,11:52:57,41657.25,41657.25,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
431,18841,universal_battery_pack_id,1,29-10-2024,11:46:26,61264.99,61264.99,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
432,4489,quick_swap_power_pack_id,1,24-05-2024,15:26:41,32353.35,32353.35,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
433,21331,universal_battery_pack_id,1,03-03-2024,19:05:04,50973.97,50973.97,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
434,14089,universal_battery_pack_id,1,26-10-2024,14:45:56,41947.86,41947.86,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
435,1265,high_capacity_li_ion_id,1,12-01-2024,12:59:26,119576.65,119576.65,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
436,6570,quick_swap_power_pack_id,1,20-09-2024,21:24:18,40667.27,40667.27,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
437,15041,universal_battery_pack_id,1,27-04-2024,12:30:49,35445.74,35445.74,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
438,17114,universal_battery_pack_id,1,10-10-2024,13:03:25,53141.97,53141.97,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
439,18681,high_capacity_li_ion_id,1,10-10-2024,22:55:14,77485.71,77485.71,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
440,12653,generic_lithium_ion_pack_id,1,10-06-2024,20:26:10,31180.31,31180.31,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
441,6169,universal_battery_pack_id,1,29-07-2024,13:14:51,45994.56,45994.56,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
442,11580,intelligent_power_pack_id,1,24-06-2024,23:02:51,48923.19,48923.19,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
443,10480,quick_swap_power_pack_id,1,30-10-2024,16:15:21,48506.35,48506.35,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
444,18501,generic_lithium_ion_pack_id,1,21-11-2024,12:26:56,57306.1,57306.1,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
445,18957,universal_battery_pack_id,1,19-03-2024,12:28:26,62398.92,62398.92,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
446,15434,generic_lithium_ion_pack_id,1,14-09-2024,15:49:18,55687.22,55687.22,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
447,8807,intelligent_power_pack_id,1,29-02-2024,13:04:19,38181.73,38181.73,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
448,3710,generic_lithium_ion_pack_id,1,13-03-2024,13:48:40,49113.6,49113.6,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
449,19955,universal_battery_pack_id,1,08-05-2024,18:10:57,56693.62,56693.62,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
450,6588,intelligent_power_pack_id,1,24-06-2024,13:21:50,32711.6,32711.6,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
451,12541,generic_lithium_ion_pack_id,1,10-09-2024,19:09:15,51923.9,51923.9,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
452,19075,universal_battery_pack_id,1,04-08-2024,22:52:49,57779.23,57779.23,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
453,1299,generic_lithium_ion_pack_id,1,23-01-2024,17:56:07,30737.67,30737.67,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
454,9663,quick_swap_power_pack_id,1,18-05-2024,17:28:39,41503.43,41503.43,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
455,21208,generic_lithium_ion_pack_id,1,28-04-2024,18:12:37,48288.13,48288.13,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
456,21198,intelligent_power_pack_id,1,14-05-2024,15:39:02,43657.09,43657.09,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
457,19822,intelligent_power_pack_id,1,16-02-2024,17:11:51,46714.9,46714.9,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
458,6999,high_capacity_li_ion_id,1,31-03-2024,20:42:34,63128.32,63128.32,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
459,16240,quick_swap_power_pack_id,1,05-11-2024,12:20:43,29348.76,29348.76,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
460,11659,high_capacity_li_ion_id,1,21-05-2024,14:21:28,66446.16,66446.16,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
461,13885,quick_swap_power_pack_id,1,18-11-2024,21:50:40,27565.83,27565.83,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
462,15269,high_capacity_li_ion_id,1,21-06-2024,18:28:44,80065.81,80065.81,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
463,3937,universal_battery_pack_id,1,21-02-2024,23:02:35,49449.83,49449.83,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
464,11507,high_capacity_li_ion_id,1,08-01-2024,19:41:07,86175.71,86175.71,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
465,17295,quick_swap_power_pack_id,1,13-10-2024,13:49:59,41703.37,41703.37,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
466,15499,intelligent_power_pack_id,1,05-12-2024,15:07:30,41203.59,41203.59,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
467,10616,quick_swap_power_pack_id,1,06-06-2024,18:29:27,37001.17,37001.17,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
468,6909,generic_lithium_ion_pack_id,1,14-01-2024,17:21:17,43521.06,43521.06,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
469,18845,intelligent_power_pack_id,1,04-11-2024,12:25:12,32226.9,32226.9,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
470,9575,high_capacity_li_ion_id,1,18-04-2024,12:20:23,62351.27,62351.27,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
471,20231,universal_battery_pack_id,1,02-07-2024,14:05:07,40134.4,40134.4,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
472,19955,high_capacity_li_ion_id,1,23-05-2024,18:10:57,85451.23,85451.23,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
473,9667,quick_swap_power_pack_id,1,04-05-2024,17:47:35,44284.02,44284.02,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
474,10285,intelligent_power_pack_id,1,01-11-2024,13:04:31,37117.4,37117.4,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
475,10096,quick_swap_power_pack_id,1,05-07-2024,19:34:18,45357.14,45357.14,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
476,1043,universal_battery_pack_id,2,01-02-2024,14:07:36,64862.02,129724.04,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
477,1923,high_capacity_li_ion_id,1,15-09-2024,20:34:14,113190.8,113190.8,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
478,11257,generic_lithium_ion_pack_id,1,29-06-2024,18:00:41,35580.33,35580.33,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
479,562,high_capacity_li_ion_id,1,07-07-2024,22:04:05,109173.56,109173.56,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
480,8857,high_capacity_li_ion_id,1,29-03-2024,13:21:21,119411.78,119411.78,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
481,9276,intelligent_power_pack_id,1,15-03-2024,13:48:18,48331.23,48331.23,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
482,17584,generic_lithium_ion_pack_id,1,05-09-2024,15:28:16,69080.56,69080.56,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
483,14313,universal_battery_pack_id,1,02-10-2024,15:18:44,54051.48,54051.48,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
484,1914,quick_swap_power_pack_id,1,05-02-2024,19:24:03,44249.09,44249.09,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
485,17417,quick_swap_power_pack_id,1,26-01-2024,16:12:53,29209.51,29209.51,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
486,3371,generic_lithium_ion_pack_id,1,10-10-2024,15:58:02,60878.63,60878.63,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
487,15466,high_capacity_li_ion_id,1,25-07-2024,21:54:58,80615.06,80615.06,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
488,113,high_capacity_li_ion_id,1,02-04-2024,18:50:21,77665.36,77665.36,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
489,17706,high_capacity_li_ion_id,1,22-02-2024,13:49:14,84468.72,84468.72,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
490,7875,quick_swap_power_pack_id,1,11-11-2024,20:39:30,46818.62,46818.62,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
491,17384,quick_swap_power_pack_id,1,03-03-2024,21:36:21,33171.94,33171.94,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
492,14198,high_capacity_li_ion_id,1,26-08-2024,16:55:27,64663.28,64663.28,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
493,19327,quick_swap_power_pack_id,1,05-06-2024,14:58:08,33420.66,33420.66,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
